link,endereco,titulo,descricao,preco,preco_m2,caracteristicas
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1193049,"SCES Trecho 4, ASA SUL, BRASILIA",,"Localizado em uma das áreas mais privilegiadas de Brasília, às margens do Lago Paranoá, este loft mobiliado no Condomíni... 14/10/25",1.170.000,21.272,"['55 m²', '1 Quarto']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-312-1235740,"SQS 312, ASA SUL, BRASILIA",,"Na charmosa e disputada SQS 312, uma das quadras mais valorizadas da Asa Sul, encontra-se este apartamento que combina s... 14/10/25",1.110.000,18.286,"['60 m²', '2 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-204-1151053,"SQS 204, ASA SUL, BRASILIA",,"Oportunidade na SQS 204 - Apartamento com 120m², Pronto para Morar! Se você procura conforto, praticidade e uma localiza... 14/10/25",1.530.000,12.750,"['120 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-306-1235798,"SQS 306, ASA SUL, BRASILIA",,"SQS 306 – Asa Sul | Apartamento vazado com projeto de arquitetura Localizado na melhor quadra da Asa Sul, esse apartam... 14/10/25",1.495.000,9.707,"['154 m²', '4 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-1193053,"SQS 313, ASA SUL, BRASILIA",,"Descubra um apartamento excepcional, localizado em uma das regiões mais nobres e desejadas de Brasília. Com 237,80 m² de... 14/10/25",3.100.000,13.025,"['238 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-shigs-714-1241898,"SHIGS 714, ASA SUL, BRASILIA",,"Uma nova oportunidade te espera na SHIGS 714 Se você está em busca de um apartamento amplo, confortável e pronto para m... 14/10/25",1.150.000,9.274,"['124 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1217751,"SQS 114, ASA SUL, BRASILIA",,"Existem reformas e reformas. E esta é A REFORMA! SQS 114, com 157m², totalmente revitalizado e com projeto arquitetônic... 14/10/25",2.700.000,17.197,"['157 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-308-1209626,"SQS 308, ASA SUL, BRASILIA",,Apartamento 03 quartos - Andar alto - Asa Sul - Em reforma! Conforto e Localização — 3 Quartos na Asa Sul Localizaçã... 14/10/25,2.700.000,17.197,"['157 m²', '3 Quartos', '2 Suítes', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-bloco-e-1123748,"SQS 216 Bloco E, ASA SUL, BRASILIA",,"Oportunidade Única! Apartamento à Venda na Asa Sul – Amplo, Sofisticado e Completo! Se você busca conforto, espaço e lo... 14/10/25",2.490.000,15.370,"['162 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-408-1238214,"SQS 408, ASA SUL, BRASILIA",,"Eixo W Imobiliária vende: Conquiste um estilo de vida mais confortável e prático na ASA Sul, Brasília, DF. Este aparta... 14/10/25",650.000,11.872,"['54 m²', '2 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-116-1199204,"SQS 116, ASA SUL, BRASILIA",,"More com conforto, estilo e praticidade no coração do Plano Piloto! Essa é a oportunidade que você esperava para viver ... 14/10/25",1.500.000,14.150,"['106 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-210-1211766,"SQS 210, ASA SUL, BRASILIA",,"Já pensou em viver em um dos endereços mais desejados de Brasília? ? Este apartamento na SQS 210 oferece 75,51m² de área... 14/10/25",1.100.000,14.473,"['76 m²', '2 Quartos', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1208958,"SQS 304, ASA SUL, BRASILIA",,"Oferecendo, 160,89 m² de área total e 137 m² de área privativa, este imóvel proporciona o espaço ideal para sua família ... 14/10/25",1.650.000,12.043,"['137 m²', '3 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1199203,"SQS 207, ASA SUL, BRASILIA",,"Seu novo lar espera por você! Apartamento amplo com 170m² de conforto e exclusividade, em ponto nobre da cidade! - Sala... 14/10/25",2.500.000,14.705,"['170 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-h-1128613,"SQS 313 Bloco H, ASA SUL, BRASILIA",,"Localizado no coração da Asa Sul, esse amplo apartamento de 4 quartos e 1 suítes(NA CONFIGURAÇÃO ESTÁ DUAS SUÍTES, PORÉM... 14/10/25",3.100.000,14.761,"['210 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-108-1154648,"SQS 108, ASA SUL, BRASILIA",,Sofisticação na SQS 108 - Um Clássico Atemporal no Coração de Brasília Apresentamos uma joia rara no Plano Piloto: um a... 14/10/25,2.500.000,14.044,"['178 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-208-1137262,"SQS 208, ASA SUL, BRASILIA",,"Oportunidade na SQS 208 - Apartamento Vazado, Vista Livre e Meio de Quadra! - Apartamento de 100m² no coração da Asa S... 14/10/25",1.320.000,13.200,"['100 m²', '3 Quartos', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1103873,"SQS 304, ASA SUL, BRASILIA",,"Você que procura por um apartamento reformado, vazado, de canto, vista livre, com 177,87m2 de área construída, mobiliado... 14/10/25",2.200.000,12.359,"['178 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-1009661,"SQS 109, ASA SUL, BRASILIA",,"SQS 109, apartamento com 3 quartos, 136m²( área privativa), vista livre para área verde . Pega pouquíssimo sol à tarde ... 14/10/25",1.450.000,10.661,"['136 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-1202175,"SQS 216, ASA SUL, BRASILIA",,Descubra o privilégio de viver cercado por tranquilidade e elegância no coração da Asa Sul - 3 quartos - 162m2 - Projeto... 14/10/25,2.490.000,15.370,"['162 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-i-1209650,"SQS 313 Bloco I, ASA SUL, BRASILIA",,"Com exclusividade: SQS 313 - Asa Sul, Brasília/DF. Já dizia Oscar Niemeyer: Brasília é mesmo um avião. E que tal mora... 14/10/25",1.750.000,14.705,"['119 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-1161643,"SQS 109, ASA SUL, BRASILIA",,"SQS 109 - Asa Sul Apresentamos a você este incrível apartamento reformado, marcado por capricho e qualidade em cada det... 14/10/25",2.250.000,15.202,"['148 m²', '4 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-115-1041711,"SQS 115, ASA SUL, BRASILIA",,Classic Living – SQS 115 – Asa Sul O Apartamento Ideal para Você Localizado em uma das mais tradicionais quadras de ... 14/10/25,3.100.000,13.362,"['232 m²', '4 Quartos', '1 Suíte', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-108-1207799,"SQS 108, ASA SUL, BRASILIA",,"Viver na 108 Sul é fazer parte da história de Brasília. A primeira quadra da cidade, com prédios projetados por Oscar Ni... 14/10/25",1.100.000,12.222,"['90 m²', '2 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-308-1128276,"SQS 308, ASA SUL, BRASILIA",,"Em andar alto,vazado e perpendicular nascente, este apartamento oferece vistas livres dos dois lados e total privacidad... 14/10/25",2.499.999,21.739,"['115 m²', '2 Quartos', '2 Suítes', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-e-1178383,"SQS 109 Bloco E, ASA SUL, BRASILIA",,Apartamento 03 quartos - Vista Livre - Nascente - Reformado - De canto Um verdadeiro clássico brasiliense com alma e so... 14/10/25,2.320.000,14.591,"['159 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-bloco-i-1209859,"SQS 306 Bloco I, ASA SUL, BRASILIA",,"FAÇO PARCERIA MEIO A MEIO! PRÉDIO E APTO 100% REFORMADO! SQS 306 de canto, vazado! 3 qtos sendo 1 suíte com closet de ... 14/10/25",2.249.000,14.603,"['154 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1216872,"SQS 114, ASA SUL, BRASILIA",,"SQS 114, Asa Sul, Brasília, DF Seu novo lar com design exclusivo! Encante-se com este sofisticado apartamento de 3 qu... 14/10/25",2.700.000,17.197,"['157 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-203-bloco-g-1138750,"SQS 203 Bloco G, ASA SUL, BRASILIA",,"Edifício Genève Duplex Clássico Atemporal No coração de Brasília, o Edifício Genève é um ícone arquitetônico que une hi... 14/10/25",4.090.000,13.633,"['300 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-104-1241892,"SQS 104, ASA SUL, BRASILIA",,"Asa Sul - SQS 104 - Apartamento 4 Quartos, 155m², Vazado, Com Vaga e Vista Livre! Descubra o privilégio de morar em um ... 14/10/25",1.660.000,10.709,"['155 m²', '4 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1193049,"SCES Trecho 4, ASA SUL, BRASILIA",,"Localizado em uma das áreas mais privilegiadas de Brasília, às margens do Lago Paranoá, este loft mobiliado no Condomíni... 14/10/25",1.170.000,21.272,"['55 m²', '1 Quarto']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-312-1235740,"SQS 312, ASA SUL, BRASILIA",,"Na charmosa e disputada SQS 312, uma das quadras mais valorizadas da Asa Sul, encontra-se este apartamento que combina s... 14/10/25",1.110.000,18.286,"['60 m²', '2 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-204-1151053,"SQS 204, ASA SUL, BRASILIA",,"Oportunidade na SQS 204 - Apartamento com 120m², Pronto para Morar! Se você procura conforto, praticidade e uma localiza... 14/10/25",1.530.000,12.750,"['120 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-306-1235798,"SQS 306, ASA SUL, BRASILIA",,"SQS 306 – Asa Sul | Apartamento vazado com projeto de arquitetura Localizado na melhor quadra da Asa Sul, esse apartam... 14/10/25",1.495.000,9.707,"['154 m²', '4 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-1193053,"SQS 313, ASA SUL, BRASILIA",,"Descubra um apartamento excepcional, localizado em uma das regiões mais nobres e desejadas de Brasília. Com 237,80 m² de... 14/10/25",3.100.000,13.025,"['238 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-shigs-714-1241898,"SHIGS 714, ASA SUL, BRASILIA",,"Uma nova oportunidade te espera na SHIGS 714 Se você está em busca de um apartamento amplo, confortável e pronto para m... 14/10/25",1.150.000,9.274,"['124 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1217751,"SQS 114, ASA SUL, BRASILIA",,"Existem reformas e reformas. E esta é A REFORMA! SQS 114, com 157m², totalmente revitalizado e com projeto arquitetônic... 14/10/25",2.700.000,17.197,"['157 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-308-1209626,"SQS 308, ASA SUL, BRASILIA",,Apartamento 03 quartos - Andar alto - Asa Sul - Em reforma! Conforto e Localização — 3 Quartos na Asa Sul Localizaçã... 14/10/25,2.700.000,17.197,"['157 m²', '3 Quartos', '2 Suítes', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-bloco-e-1123748,"SQS 216 Bloco E, ASA SUL, BRASILIA",,"Oportunidade Única! Apartamento à Venda na Asa Sul – Amplo, Sofisticado e Completo! Se você busca conforto, espaço e lo... 14/10/25",2.490.000,15.370,"['162 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-408-1238214,"SQS 408, ASA SUL, BRASILIA",,"Eixo W Imobiliária vende: Conquiste um estilo de vida mais confortável e prático na ASA Sul, Brasília, DF. Este aparta... 14/10/25",650.000,11.872,"['54 m²', '2 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-116-1199204,"SQS 116, ASA SUL, BRASILIA",,"More com conforto, estilo e praticidade no coração do Plano Piloto! Essa é a oportunidade que você esperava para viver ... 14/10/25",1.500.000,14.150,"['106 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-210-1211766,"SQS 210, ASA SUL, BRASILIA",,"Já pensou em viver em um dos endereços mais desejados de Brasília? ? Este apartamento na SQS 210 oferece 75,51m² de área... 14/10/25",1.100.000,14.473,"['76 m²', '2 Quartos', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1208958,"SQS 304, ASA SUL, BRASILIA",,"Oferecendo, 160,89 m² de área total e 137 m² de área privativa, este imóvel proporciona o espaço ideal para sua família ... 14/10/25",1.650.000,12.043,"['137 m²', '3 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1199203,"SQS 207, ASA SUL, BRASILIA",,"Seu novo lar espera por você! Apartamento amplo com 170m² de conforto e exclusividade, em ponto nobre da cidade! - Sala... 14/10/25",2.500.000,14.705,"['170 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-h-1128613,"SQS 313 Bloco H, ASA SUL, BRASILIA",,"Localizado no coração da Asa Sul, esse amplo apartamento de 4 quartos e 1 suítes(NA CONFIGURAÇÃO ESTÁ DUAS SUÍTES, PORÉM... 14/10/25",3.100.000,14.761,"['210 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-108-1154648,"SQS 108, ASA SUL, BRASILIA",,Sofisticação na SQS 108 - Um Clássico Atemporal no Coração de Brasília Apresentamos uma joia rara no Plano Piloto: um a... 14/10/25,2.500.000,14.044,"['178 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-208-1137262,"SQS 208, ASA SUL, BRASILIA",,"Oportunidade na SQS 208 - Apartamento Vazado, Vista Livre e Meio de Quadra! - Apartamento de 100m² no coração da Asa S... 14/10/25",1.320.000,13.200,"['100 m²', '3 Quartos', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1103873,"SQS 304, ASA SUL, BRASILIA",,"Você que procura por um apartamento reformado, vazado, de canto, vista livre, com 177,87m2 de área construída, mobiliado... 14/10/25",2.200.000,12.359,"['178 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-1009661,"SQS 109, ASA SUL, BRASILIA",,"SQS 109, apartamento com 3 quartos, 136m²( área privativa), vista livre para área verde . Pega pouquíssimo sol à tarde ... 14/10/25",1.450.000,10.661,"['136 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-1202175,"SQS 216, ASA SUL, BRASILIA",,Descubra o privilégio de viver cercado por tranquilidade e elegância no coração da Asa Sul - 3 quartos - 162m2 - Projeto... 14/10/25,2.490.000,15.370,"['162 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-i-1209650,"SQS 313 Bloco I, ASA SUL, BRASILIA",,"Com exclusividade: SQS 313 - Asa Sul, Brasília/DF. Já dizia Oscar Niemeyer: Brasília é mesmo um avião. E que tal mora... 14/10/25",1.750.000,14.705,"['119 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-1161643,"SQS 109, ASA SUL, BRASILIA",,"SQS 109 - Asa Sul Apresentamos a você este incrível apartamento reformado, marcado por capricho e qualidade em cada det... 14/10/25",2.250.000,15.202,"['148 m²', '4 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-115-1041711,"SQS 115, ASA SUL, BRASILIA",,Classic Living – SQS 115 – Asa Sul O Apartamento Ideal para Você Localizado em uma das mais tradicionais quadras de ... 14/10/25,3.100.000,13.362,"['232 m²', '4 Quartos', '1 Suíte', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-108-1207799,"SQS 108, ASA SUL, BRASILIA",,"Viver na 108 Sul é fazer parte da história de Brasília. A primeira quadra da cidade, com prédios projetados por Oscar Ni... 14/10/25",1.100.000,12.222,"['90 m²', '2 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-308-1128276,"SQS 308, ASA SUL, BRASILIA",,"Em andar alto,vazado e perpendicular nascente, este apartamento oferece vistas livres dos dois lados e total privacidad... 14/10/25",2.499.999,21.739,"['115 m²', '2 Quartos', '2 Suítes', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-e-1178383,"SQS 109 Bloco E, ASA SUL, BRASILIA",,Apartamento 03 quartos - Vista Livre - Nascente - Reformado - De canto Um verdadeiro clássico brasiliense com alma e so... 14/10/25,2.320.000,14.591,"['159 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-bloco-i-1209859,"SQS 306 Bloco I, ASA SUL, BRASILIA",,"FAÇO PARCERIA MEIO A MEIO! PRÉDIO E APTO 100% REFORMADO! SQS 306 de canto, vazado! 3 qtos sendo 1 suíte com closet de ... 14/10/25",2.249.000,14.603,"['154 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1216872,"SQS 114, ASA SUL, BRASILIA",,"SQS 114, Asa Sul, Brasília, DF Seu novo lar com design exclusivo! Encante-se com este sofisticado apartamento de 3 qu... 14/10/25",2.700.000,17.197,"['157 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-203-bloco-g-1138750,"SQS 203 Bloco G, ASA SUL, BRASILIA",,"Edifício Genève Duplex Clássico Atemporal No coração de Brasília, o Edifício Genève é um ícone arquitetônico que une hi... 14/10/25",4.090.000,13.633,"['300 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-104-1241892,"SQS 104, ASA SUL, BRASILIA",,"Asa Sul - SQS 104 - Apartamento 4 Quartos, 155m², Vazado, Com Vaga e Vista Livre! Descubra o privilégio de morar em um ... 14/10/25",1.660.000,10.709,"['155 m²', '4 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1193049,"SCES Trecho 4, ASA SUL, BRASILIA",,"Localizado em uma das áreas mais privilegiadas de Brasília, às margens do Lago Paranoá, este loft mobiliado no Condomíni... 14/10/25",1.170.000,21.272,"['55 m²', '1 Quarto']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-312-1235740,"SQS 312, ASA SUL, BRASILIA",,"Na charmosa e disputada SQS 312, uma das quadras mais valorizadas da Asa Sul, encontra-se este apartamento que combina s... 14/10/25",1.110.000,18.286,"['60 m²', '2 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-204-1151053,"SQS 204, ASA SUL, BRASILIA",,"Oportunidade na SQS 204 - Apartamento com 120m², Pronto para Morar! Se você procura conforto, praticidade e uma localiza... 14/10/25",1.530.000,12.750,"['120 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-306-1235798,"SQS 306, ASA SUL, BRASILIA",,"SQS 306 – Asa Sul | Apartamento vazado com projeto de arquitetura Localizado na melhor quadra da Asa Sul, esse apartam... 14/10/25",1.495.000,9.707,"['154 m²', '4 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-1193053,"SQS 313, ASA SUL, BRASILIA",,"Descubra um apartamento excepcional, localizado em uma das regiões mais nobres e desejadas de Brasília. Com 237,80 m² de... 14/10/25",3.100.000,13.025,"['238 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-shigs-714-1241898,"SHIGS 714, ASA SUL, BRASILIA",,"Uma nova oportunidade te espera na SHIGS 714 Se você está em busca de um apartamento amplo, confortável e pronto para m... 14/10/25",1.150.000,9.274,"['124 m²', '3 Quartos', '1 Suíte']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1217751,"SQS 114, ASA SUL, BRASILIA",,"Existem reformas e reformas. E esta é A REFORMA! SQS 114, com 157m², totalmente revitalizado e com projeto arquitetônic... 14/10/25",2.700.000,17.197,"['157 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-308-1209626,"SQS 308, ASA SUL, BRASILIA",,Apartamento 03 quartos - Andar alto - Asa Sul - Em reforma! Conforto e Localização — 3 Quartos na Asa Sul Localizaçã... 14/10/25,2.700.000,17.197,"['157 m²', '3 Quartos', '2 Suítes', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-216-bloco-e-1123748,"SQS 216 Bloco E, ASA SUL, BRASILIA",,"Oportunidade Única! Apartamento à Venda na Asa Sul – Amplo, Sofisticado e Completo! Se você busca conforto, espaço e lo... 14/10/25",2.490.000,15.370,"['162 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-408-1238214,"SQS 408, ASA SUL, BRASILIA",,"Eixo W Imobiliária vende: Conquiste um estilo de vida mais confortável e prático na ASA Sul, Brasília, DF. Este aparta... 14/10/25",650.000,11.872,"['54 m²', '2 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-116-1199204,"SQS 116, ASA SUL, BRASILIA",,"More com conforto, estilo e praticidade no coração do Plano Piloto! Essa é a oportunidade que você esperava para viver ... 14/10/25",1.500.000,14.150,"['106 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-210-1211766,"SQS 210, ASA SUL, BRASILIA",,"Já pensou em viver em um dos endereços mais desejados de Brasília? ? Este apartamento na SQS 210 oferece 75,51m² de área... 14/10/25",1.100.000,14.473,"['76 m²', '2 Quartos', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1208958,"SQS 304, ASA SUL, BRASILIA",,"Oferecendo, 160,89 m² de área total e 137 m² de área privativa, este imóvel proporciona o espaço ideal para sua família ... 14/10/25",1.650.000,12.043,"['137 m²', '3 Quartos']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1199203,"SQS 207, ASA SUL, BRASILIA",,"Seu novo lar espera por você! Apartamento amplo com 170m² de conforto e exclusividade, em ponto nobre da cidade! - Sala... 14/10/25",2.500.000,14.705,"['170 m²', '3 Quartos', '1 Suíte', '1 Vaga']"
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-h-1128613,"SQS 313 Bloco H, ASA SUL, BRASILIA",,"Localizado no coração da Asa Sul, esse amplo apartamento de 4 quartos e 1 suítes(NA CONFIGURAÇÃO ESTÁ DUAS SUÍTES, PORÉM... 14/10/25",3.100.000,14.761,"['210 m²', '4 Quartos', '2 Suítes', '2 Vagas']"
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-108-1154648,"SQS 108, ASA SUL, BRASILIA",,Sofisticação na SQS 108 - Um Clássico Atemporal no Coração de Brasília Apresentamos uma joia rara no Plano Piloto: um a... 14/10/25,2.500.000,14.044,"['178 m²', '3 Quartos', '1 Suíte']"
